#OTU ID,25029_e1100135074_NBCLAB24145_R23_SED_009_VHP11p18_D2_F01,25029_e1100135075_NBCLAB24153_R23_SED_017_VHP11p18_D2_F02,25029_e1100135076_NBCLAB24161_R23_SED_025_VHP11p18_D2_F03,25029_e1100135077_NBCLAB24169_R23_SED_033_VHP11p18_D2_F04,25029_e1100135080_NBCLAB24193_R23_SED_058_VHP11p18_D2_C05,25029_e1100135084_NBCLAB24225_R23_SED_098_VHP11p18_D2_B06,25029_e1100135086_NBCLAB24146_R23_SED_010_VHP11p18_D2_G01,25029_e1100135087_NBCLAB24154_R23_SED_018_VHP11p18_D2_G02,25029_e1100135088_NBCLAB24162_R23_SED_026_VHP11p18_D2_G03,25029_e1100135092_NBCLAB24194_R23_SED_060_VHP11p18_D2_D05,25029_e1100135096_NBCLAB24226_R23_SED_099_VHP11p18_D2_C06,25029_e1100135098_NBCLAB24147_R23_SED_011_VHP11p18_D2_H01,25029_e1100135099_NBCLAB24155_R23_SED_019_VHP11p18_D2_H02,25029_e1100135100_NBCLAB24163_R23_SED_027_VHP11p18_D2_H03,25029_e1100135104_NBCLAB24195_R23_SED_063_VHP11p18_D2_E05,25029_e1100135109_NBCLAB24140_R23_SED_004_VHP11p18_D2_A01,25029_e1100135110_NBCLAB24148_R23_SED_012_VHP11p18_D2_A02,25029_e1100135111_NBCLAB24156_R23_SED_020_VHP11p18_D2_A03,25029_e1100135112_NBCLAB24164_R23_SED_028_VHP11p18_D2_A04,25029_e1100135114_NBCLAB24180_R23_SED_044_VHP11p18_D2_G04,25029_e1100135116_NBCLAB24196_R23_SED_064_VHP11p18_D2_F05,25029_e1100135121_NBCLAB24141_R23_SED_005_VHP11p18_D2_B01,25029_e1100135122_NBCLAB24149_R23_SED_013_VHP11p18_D2_B02,25029_e1100135123_NBCLAB24157_R23_SED_021_VHP11p18_D2_B03,25029_e1100135124_NBCLAB24165_R23_SED_029_VHP11p18_D2_B04,25029_e1100135126_NBCLAB24181_R23_SED_045_VHP11p18_D2_H04,25029_e1100135133_NBCLAB24142_R23_SED_006_VHP11p18_D2_C01,25029_e1100135134_NBCLAB24150_R23_SED_014_VHP11p18_D2_C02,25029_e1100135135_NBCLAB24158_R23_SED_022_VHP11p18_D2_C03,25029_e1100135136_NBCLAB24166_R23_SED_030_VHP11p18_D2_C04,25029_e1100135138_NBCLAB24182_R23_SED_046_VHP11p18_D2_A05,25029_e1100135143_NBCLAB24222_R23_SED_095_VHP11p18_D2_G05,25029_e1100135145_NBCLAB24143_R23_SED_007_VHP11p18_D2_D01,25029_e1100135146_NBCLAB24151_R23_SED_015_VHP11p18_D2_D02,25029_e1100135147_NBCLAB24159_R23_SED_023_VHP11p18_D2_D03,25029_e1100135148_NBCLAB24167_R23_SED_031_VHP11p18_D2_D04,25029_e1100135155_NBCLAB24223_R23_SED_096_VHP11p18_D2_H05,25029_e1100135157_NBCLAB24144_R23_SED_008_VHP11p18_D2_E01,25029_e1100135158_NBCLAB24152_R23_SED_016_VHP11p18_D2_E02,25029_e1100135159_NBCLAB24160_R23_SED_024_VHP11p18_D2_E03,25029_e1100135160_NBCLAB24168_R23_SED_032_VHP11p18_D2_E04,25029_e1100135163_NBCLAB24192_R23_SED_057_VHP11p18_D2_B05,25029_e1100135167_NBCLAB24224_R23_SED_097_VHP11p18_D2_A06,25029_e1100135458_NBCLAB24240_R23_SED_118_VHP11p18_D2_H06,25029_e1100135468_NBCLAB24320_R24_SED_246_VHP11p18_D2_F08,25029_e1100135469_NBCLAB24233_R23_SED_111_VHP11p18_D2_D06,25029_e1100135474_NBCLAB24273_R23_SED_176_VHP11p18_D2_F07,25029_e1100135475_NBCLAB24281_R23_SED_184_VHP11p18_D2_B08,25029_e1100135480_NBCLAB24321_R24_SED_247_VHP11p18_D2_G08,25029_e1100135481_NBCLAB24234_R23_SED_112_VHP11p18_D2_F06,25029_e1100135482_NBCLAB24242_R23_SED_120_VHP11p18_D2_A07,25029_e1100135493_NBCLAB24235_R23_SED_113_VHP11p18_D2_E06,25029_e1100135494_NBCLAB24243_R23_SED_121_VHP11p18_D2_B07,25029_e1100135506_NBCLAB24244_R23_SED_122_VHP11p18_D2_C07,25029_e1100135510_NBCLAB24276_R23_SED_179_VHP11p18_D2_G07,25029_e1100135518_NBCLAB24245_R23_SED_123_VHP11p18_D2_D07,25029_e1100135522_NBCLAB24277_R23_SED_180_VHP11p18_D2_H07,25029_e1100135527_NBCLAB24317_R24_SED_243_VHP11p18_D2_C08,25029_e1100135530_NBCLAB24246_R23_SED_124_VHP11p18_D2_E07,25029_e1100135539_NBCLAB24318_R24_SED_244_VHP11p18_D2_D08,25029_e1100135541_NBCLAB24239_R23_SED_117_VHP11p18_D2_G06,25029_e1100135546_NBCLAB24279_R23_SED_182_VHP11p18_D2_A08,25029_e1100135551_NBCLAB24319_R24_SED_245_VHP11p18_D2_E08,25029_e1100135553_NBCLAB24327_R24_SED_253_VHP11p18_D2_H08,25029_e1100135555_NBCLAB24343_R24_SED_269_VHP11p18_D2_D10,25029_e1100135558_NBCLAB24367_R24_SED_293_VHP11p18_D2_F11,25029_e1100135560_NBCLAB24383_R24_SED_309_VHP12p18_D4_B01,25029_e1100135561_NBCLAB24391_R24_SED_317_VHP12p18_D4_B02,25029_e1100135562_NBCLAB24399_R24_SED_325_VHP12p18_D4_E02,25029_e1100135563_NBCLAB24407_EXTACT_CONTROL_6_VHP12p18_D4_D03,25029_e1100135564_PCR1negcontr5_PCR1_contr_VH305_VHP12p18_D4_B04,25029_e1100135565_NBCLAB24328_R24_SED_254_VHP11p18_D2_A09,25029_e1100135566_NBCLAB24336_R24_SED_262_VHP11p18_D2_E09,25029_e1100135572_NBCLAB24384_R24_SED_310_VHP12p18_D4_C01,25029_e1100135573_NBCLAB24392_R24_SED_318_VHP12p18_D4_C02,25029_e1100135574_NBCLAB24400_R24_SED_326_VHP12p18_D4_F02,25029_e1100135575_NBCLAB24408_EXTACT_CONTROL_7_VHP12p18_D4_E03,25029_e1100135576_PCR1negcontr6_PCR1_contr_VH306_VHP12p18_D4_C04,25029_e1100135577_NBCLAB24329_R24_SED_255_VHP11p18_D2_B09,25029_e1100135578_NBCLAB24337_R24_SED_263_VHP11p18_D2_F09,25029_e1100135582_NBCLAB24369_R24_SED_295_VHP11p18_D2_G11,25029_e1100135583_NBCLAB24377_R24_SED_303_VHP11p18_D2_C12,25029_e1100135584_NBCLAB24385_R24_SED_311_VHP12p18_D4_D01,25029_e1100135586_NBCLAB24401_R24_SED_327_VHP12p18_D4_G02,25029_e1100135589_NBCLAB24330_R24_SED_256_VHP11p18_D2_C09,25029_e1100135590_NBCLAB24338_R24_SED_264_VHP11p18_D2_G09,25029_e1100135592_NBCLAB24354_R24_SED_280_VHP11p18_D2_E10,25029_e1100135594_NBCLAB24370_R24_SED_296_VHP11p18_D2_H11,25029_e1100135595_NBCLAB24378_R24_SED_304_VHP11p18_D2_D12,25029_e1100135596_NBCLAB24386_R24_SED_312_VHP12p18_D4_E01,25029_e1100135598_NBCLAB24402_EXTACT_CONTROL_1_VHP12p18_D4_H02,25029_e1100135601_NBCLAB24331_R24_SED_257_VHP11p18_D2_D09,25029_e1100135602_NBCLAB24339_R24_SED_265_VHP11p18_D2_H09,25029_e1100135604_NBCLAB24355_R24_SED_281_VHP11p18_D2_F10,25029_e1100135605_NBCLAB24363_R24_SED_289_VHP11p18_D2_B11,25029_e1100135606_NBCLAB24371_R24_SED_297_VHP11p18_D2_A12,25029_e1100135607_NBCLAB24379_R24_SED_305_VHP11p18_D2_E12,25029_e1100135608_NBCLAB24387_R24_SED_313_VHP12p18_D4_F01,25029_e1100135610_NBCLAB24403_EXTACT_CONTROL_2_VHP12p18_D4_G03,25029_e1100135611_PCR1negcontr1_PCR1_contr_VH301_VHP12p18_D4_F03,25029_e1100135614_NBCLAB24340_R24_SED_266_VHP11p18_D2_A10,25029_e1100135616_NBCLAB24356_R24_SED_282_VHP11p18_D2_G10,25029_e1100135617_NBCLAB24364_R24_SED_290_VHP11p18_D2_C11,25029_e1100135618_NBCLAB24372_R24_SED_298_VHP11p18_D2_B12,25029_e1100135619_NBCLAB24380_R24_SED_306_VHP11p18_D2_F12,25029_e1100135620_NBCLAB24388_R24_SED_314_VHP12p18_D4_G01,25029_e1100135626_NBCLAB24341_R24_SED_267_VHP11p18_D2_B10,25029_e1100135628_NBCLAB24357_R24_SED_283_VHP11p18_D2_H10,25029_e1100135629_NBCLAB24365_R24_SED_291_VHP11p18_D2_D11,25029_e1100135631_NBCLAB24381_R24_SED_307_VHP11p18_D2_G12,25029_e1100135632_NBCLAB24389_R24_SED_315_VHP12p18_D4_H01,25029_e1100135634_NBCLAB24405_EXTACT_CONTROL_4_VHP12p18_D4_B03,25029_e1100135638_NBCLAB24342_R24_SED_268_VHP11p18_D2_C10,25029_e1100135640_NBCLAB24358_R24_SED_284_VHP11p18_D2_A11,25029_e1100135641_NBCLAB24366_R24_SED_292_VHP11p18_D2_E11,25029_e1100135643_NBCLAB24382_R24_SED_308_VHP12p18_D4_A01,25029_e1100135644_NBCLAB24390_R24_SED_316_VHP12p18_D4_A02,25029_e1100135645_NBCLAB24398_R24_SED_324_VHP12p18_D4_D02,25029_e1100135646_NBCLAB24406_EXTACT_CONTROL_5_VHP12p18_D4_C03,25029_e1100135647_PCR1negcontr4_PCR1_contr_VH304_VHP12p18_D4_A04,25029_e1100135648_negcontrol__VHP11p18_D2_H12
Otu0001,3247,11121,11974,1320,5869,2418,197,467,1581,25,5516,533,322,481,105,10,5590,567,10676,1471,72,501,4266,48,1547,813,179,495,0,4911,83,665,456,16274,6219,1789,126,961,428,57,168,19728,1913,4434,9577,1114,8013,7535,1,94,27,3117,297,247,6273,313,4063,2668,1343,4440,5489,1605,15125,8,80,57,1682,22773,3214,0,0,54,0,19709,3527,235,0,0,114,179,201,85,41547,1612,2,79,32,27,3026,43259,0,888,143,299,46505,1381,7438,27044,1,0,692,4695,28,99,7847,72695,273,9,618,10108,163,1,0,206,0,5483,401,49276,0,0,1
Otu0002,0,0,8016,197,0,0,0,0,11530,0,1,4,0,671,0,0,1,0,0,112,0,0,0,5,0,0,0,3,12595,502,1,0,0,0,6781,0,0,0,19,18834,4,0,0,1,1272,0,0,0,24,0,0,0,0,0,0,0,1,0,0,3,0,0,0,815,1,0,2,5,2,0,0,2,2,13,0,76,0,0,142,4540,18,1,0,12,12,14960,46980,0,0,2,0,258,6751,15135,0,129,0,4,0,1,10352,185,0,0,1,0,630,22331,0,1,0,0,538,42281,0,0,0,6480,1,0,0
Otu0003,16965,1067,55,2432,36,3619,6568,707,1,2,47,86,1403,1497,2,1,294,299,896,1723,4,1185,694,7,33704,7657,1,1326,25,9042,60,152,1,37,385,3076,152,501,29,2,7753,47,56,1708,213,34,6820,147,2,772,109,1145,147,1,281,58,16853,55,620,7028,141,792,187,0,59,0,237,6,0,0,0,0,1087,135,2362,0,0,0,12,15,414,445,175,0,3443,1,2,884,0,0,0,3451,0,98,102,866,3038,21339,0,0,101,3231,145,1,0,0,21,97,1490,1,1626,0,0,170,0,2,10357,0,0,0,0
Otu0004,0,0,0,0,0,463,0,0,0,0,6165,0,200,0,0,1,0,0,0,4,0,0,0,0,0,222,0,0,0,0,1,613,1,0,1,1,6520,1,1,0,28,0,468,954,0,641,99,7189,0,1297,5835,282,20818,31646,1859,38233,1468,0,65375,222,201,1432,3,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,18,0,0,0,0,0,1,0,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu0005,0,2,16,0,0,83,0,0,35,2,0,0,1,0,0,513,7691,0,58,0,26566,628,10,73,2,0,0,7,1712,3761,0,0,2,5,379,0,0,1,21755,11808,0,10072,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,133,0,0,0,0,6,1,0,3694,0,0,0,55016,1,0,3,213,1,1,0,42,29,0,17,2492,26,1,1,0,219,0,36,0,0,0,0,113,0,0,3665,56,1,0,0,0,0,7303,702,3581,0,0,0,0,0,0
Otu0006,475,618,19,205,1104,6494,265,3996,590,465,7090,2508,1775,338,750,446,3064,876,1141,1296,338,60,1039,1395,813,2235,6,549,627,538,877,6325,16,2204,906,254,1165,42,1836,856,852,3020,6508,6516,4844,11685,59,1639,169,7448,212,8301,369,1345,1820,871,3313,2053,902,3114,5930,1189,5407,24,1871,4,386,1561,0,0,0,166,1725,54,752,4,0,0,67,83,2859,173,37,7,648,473,3,1316,0,10,0,696,356,19,837,80,46,565,0,0,1550,673,284,148,3,191,255,220,70,1,145,0,390,600,0,50,285,0,0,0,0
Otu0007,490,573,1398,251,196,85,20,171,144,48,165,20,75,23,7,1,72,533,297,1315,7,15,1653,0,252,463,126,84,21,1317,0,211,16,4987,544,101,3,13,9,6,2,1175,327,370,3140,49,1533,2567,0,12,0,2622,11,11,439,20,377,100,79,169,461,700,4129,0,4,111,298,2384,29,0,0,0,0,10809,1646,3,0,0,9,62,1880,8,13293,18,1193,165,0,4,2989,4418,0,116,1370,1,611,70,10138,876,0,0,5,122,16,1,12586,13985,36,1,20,5830,185,0,0,24,2,5467,25,252,0,0,0
Otu0008,808,233,2,4720,4116,1458,1638,4065,164,456,1438,174,6243,3658,2109,1868,5432,5,380,389,15,2375,1334,834,751,118,13,29,0,6181,154,666,0,36,24,34,858,333,775,156,0,11,790,1096,1486,186,286,1024,94,886,5,949,0,28,433,393,31,2109,271,883,3600,129,3618,1,0,104,18,3876,0,0,1,106,5281,14,316,0,0,0,126,990,119,14,6,298,0,0,0,4,0,26,0,246,74,1,523,80,0,265,0,0,12484,1,35,70,0,454,503,8,0,0,223,0,1086,612,0,0,54,0,0,0,0
Otu0009,14,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81287,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,3680,0,0,0,1,0,726,0,0,0,0,0,0,1,436,10,0,0,0,0,0,0,272,0,0,0,0,7,0,0,0,0,0,40,0,0,0,0,0
Otu0010,0,1,0,0,0,0,1,137,339,0,1,9,33,0,55,0,0,3,0,0,0,0,30713,0,0,0,0,15903,0,206,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118,0,0,0,0,0,118,1055,0,0,0,58,0,0,0,6042,0,0,1497,0,0,0,0,0,0,0,0,0,2,4,2081,0,0,0,0,19807,0,4,1416,51,0,0,0,0,0,2085,9032,0,0,0,0,0,0,0
Otu0011,0,0,0,0,0,1,0,0,0,1,5,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,316,0,0,14578,0,11128,0,0,0,0,0,49508,0,0,0,0
Otu0012,405,67,5,4,4,2330,69,1276,2,0,804,462,150,54,1,0,3,329,163,438,1,0,132,0,9,162,0,35,0,0,21,216,0,0,0,9,245,41,20,3,50,2,466,976,0,2623,459,3389,5,184,1001,2283,6546,13645,4052,18157,655,22,9537,3,4657,1318,45,1,0,1,2,0,1,0,0,0,0,186,0,0,0,0,1,6,1,0,29,0,13,0,0,1,0,679,0,2,0,0,0,0,42,1201,0,0,1,58,0,0,0,0,0,0,0,1,1,0,0,1,0,0,12,0,0,0,0
Otu0013,47,103,78,4,422,0,35,377,73,71,0,157,16,14,397,129,51,14,68,352,14,522,11,44,36,2,11,41,87,3,0,12,48,0,43,9,21,44,0,11,0,73,0,0,54,2,11,0,134,0,0,8,0,0,0,0,6,10926,0,487,0,16,29,0,1,522,42,29,1412,0,0,1987,55,6018,12739,2609,0,0,0,0,20,3,636,2575,533,303,1,112,22,267,0,28,26640,0,512,0,74,92,0,0,52,13,89,2,10,74,7,2,430,130,776,0,0,10,0,599,51,303,0,0,0
Otu0014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45677,0,0,0,0,0,1,152,16786,0,0,0,0,0,0,14,0,0,0,0,3514,0,0,0,0,0,1,0,0,0,0,0
Otu0015,164,46,97,394,2135,2096,25,35,88,71,386,106,552,9,505,1,29,1,369,422,356,1,10,0,66,178,0,856,43,466,0,172,1,0,338,9,123,60,28,274,0,6771,1779,1102,692,783,2291,1030,0,2441,130,750,579,1280,218,2115,370,1276,3354,188,886,2283,7072,0,36,316,38,3568,0,0,0,16,2,115,10742,0,0,0,28,0,423,73,76,0,8580,1351,22,9,9,12,0,1157,0,0,327,103,0,392,0,0,193,0,0,2,1,2317,39,158,372,14,0,0,0,16,0,85,492,1,0,0,0
Otu0016,821,0,2,461,685,12377,114,0,0,122,9259,23,16,660,6,445,94,0,159,0,9,145,42,0,497,67,64,781,282,153,0,171,8,0,58,166,0,6,0,27,0,38,803,33,1,1,5872,4076,186,0,62,13,544,125,3995,311,3324,1,927,0,0,6803,0,0,0,150,11,6,926,0,0,0,0,159,4,6984,0,0,0,0,0,0,25,3782,15,0,0,171,48,19,0,2,0,2,0,0,57,137,0,0,27,0,786,0,28,2,0,4,281,59,42,0,0,56,0,299,165,1016,0,0,0
Otu0017,0,527,0,0,2,1073,32,278,0,1,784,49,484,0,461,0,0,0,0,117,21,0,16,39,201,8147,4,0,30,6,1,29838,0,83,3277,0,378,45,0,673,27,8,3651,344,1395,238,0,293,1912,297,13,95,30,246,0,143,134,312,1021,150,290,54,890,0,374,0,0,987,0,0,0,0,1,0,210,0,0,0,0,0,1063,9,50,0,0,1,54,1501,2,2,0,33,0,0,1,184,19,1,0,0,0,2512,244,125,1,97,214,11,0,0,31,0,321,184,0,138,0,1,0,0,0
Otu0018,13,292,1163,10,5,0,0,35,9,4,0,0,0,0,8,0,29,958,27931,11,0,429,8,2,24,45,0,91,0,605,0,0,1,428,19,11979,5,884,0,0,1,23,71,422,722,0,27,524,0,0,0,515,0,1,188,0,854,264,2,9,9,36,65,0,0,0,18,351,33,0,0,1,0,1949,32,0,0,0,4,0,146,7,880,0,0,18,1,0,5,70,0,1,61,10398,53,6,42,117,0,0,3,3,102,1,13,710,17,0,3,10,1,0,39,0,0,15,0,15,0,0,0
