date,time,depth,pressure,Temperature.CTD,Conductivity,Salinity,Sound.Velocity,Density,Chl-a,lat.CTD,lon.CTD,region,island,site_type,site,lat.GPS,lon.GPS,data_set,dist.people,connection
14/04/2023,09:11.0,0.105,0.105,33.211,39.28,21.093,1537.812,1010.253,77.827,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:12.2,0.205,0.206,33.21,39.275,21.09,1537.809,1010.252,2.232,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:12.4,0.311,0.313,33.206,39.292,21.102,1537.815,1010.262,7.046,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:12.7,0.403,0.405,33.204,39.271,21.09,1537.8,1010.255,0.517,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:14.3,0.499,0.502,33.198,39.323,21.123,1537.825,1010.282,1.048,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:14.5,0.603,0.607,33.202,39.327,21.124,1537.836,1010.282,1.475,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:14.8,0.706,0.71,33.203,39.323,21.122,1537.837,1010.28,21.663,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:15.1,0.804,0.808,33.198,39.312,21.117,1537.823,1010.279,24.846,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:15.6,0.895,0.9,33.2,39.311,21.116,1537.827,1010.278,14.239,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:16.2,1.002,1.008,33.199,39.305,21.112,1537.824,1010.276,2.513,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:16.6,1.102,1.108,33.191,39.298,21.112,1537.809,1010.279,1.144,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:17.0,1.196,1.203,33.178,39.313,21.126,1537.8,1010.294,1.152,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:17.6,1.293,1.3,33.177,39.314,21.127,1537.8,1010.295,1.199,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:18.3,1.397,1.405,33.187,39.302,21.116,1537.811,1010.284,1.074,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:18.9,1.492,1.501,33.169,39.293,21.118,1537.779,1010.293,1.072,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:20.3,1.599,1.608,33.168,39.299,21.122,1537.782,1010.296,1.156,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:23.2,1.703,1.712,33.177,39.323,21.132,1537.812,1010.302,1.083,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:23.4,1.804,1.814,33.178,39.314,21.126,1537.811,1010.297,1.199,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:23.7,1.89,1.901,33.177,39.309,21.124,1537.808,1010.296,1.183,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:24.1,1.992,2.003,33.146,39.29,21.125,1537.75,1010.308,1.092,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:24.6,2.095,2.106,33.132,39.285,21.128,1537.727,1010.316,1.042,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,09:25.1,2.198,2.21,33.126,39.282,21.129,1537.719,1010.319,1.146,-0.5884516,130.597,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001946367,0.07
14/04/2023,21:19.0,0.106,0.106,33.276,39.344,21.104,1537.95,1010.239,85.618,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:19.5,0.203,0.204,33.255,39.34,21.11,1537.918,1010.251,0.736,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:19.8,0.299,0.3,33.26,39.339,21.108,1537.926,1010.248,1.461,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:20.1,0.399,0.401,33.256,39.335,21.107,1537.92,1010.249,0.931,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:20.4,0.505,0.508,33.253,39.29,21.081,1537.889,1010.232,1.055,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:20.8,0.598,0.601,33.219,39.301,21.102,1537.846,1010.259,0.841,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:21.7,0.698,0.702,33.186,39.288,21.108,1537.788,1010.276,0.993,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:22.5,0.798,0.802,33.174,39.281,21.108,1537.768,1010.28,0.982,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:23.9,0.896,0.901,33.114,39.243,21.11,1537.653,1010.304,1.193,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:31.0,0.996,1.002,33.131,39.256,21.112,1537.689,1010.299,1.101,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:31.5,1.1,1.106,33.122,39.252,21.113,1537.674,1010.303,1.123,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:32.2,1.196,1.203,33.117,39.224,21.098,1537.652,1010.295,1.185,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:33.3,1.297,1.304,33.015,39.154,21.099,1537.454,1010.331,1.075,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:34.2,1.395,1.403,32.985,39.158,21.114,1537.411,1010.353,0.957,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:34.7,1.502,1.511,32.981,39.207,21.144,1537.437,1010.377,1.019,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:36.7,1.6,1.609,32.913,39.168,21.149,1537.309,1010.405,1.013,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:37.8,1.696,1.705,32.911,39.161,21.146,1537.303,1010.404,0.973,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:39.9,1.791,1.801,32.916,39.158,21.142,1537.31,1010.4,1.061,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:44.5,1.89,1.901,32.927,39.17,21.144,1537.337,1010.398,1.06,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:46.4,1.989,2,32.892,39.148,21.145,1537.27,1010.412,0.916,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:49.5,2.089,2.1,33.035,39.2,21.118,1537.526,1010.342,1.096,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:52.0,2.189,2.201,32.954,39.165,21.13,1537.38,1010.38,1.023,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:54.8,2.288,2.301,32.956,39.198,21.149,1537.405,1010.394,0.817,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,21:57.7,2.388,2.401,32.882,39.154,21.154,1537.265,1010.423,0.701,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,22:00.5,2.488,2.502,32.801,39.09,21.149,1537.101,1010.448,0.704,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,22:01.9,2.586,2.601,32.779,39.072,21.148,1537.058,1010.455,0.765,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,22:08.1,2.687,2.702,32.742,39.047,21.148,1536.987,1010.469,0.793,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,22:12.4,2.785,2.8,32.704,39.016,21.145,1536.909,1010.48,0.886,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,22:14.0,2.884,2.9,32.701,39.003,21.138,1536.9,1010.477,1.042,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,22:15.6,2.984,3.001,32.695,39.004,21.142,1536.892,1010.482,1.204,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
14/04/2023,22:28.0,3.085,3.102,32.69,39.004,21.143,1536.886,1010.485,0.98,-0.5881733,130.5963,Dampier,Mansuar,lake,RAJ04,-0.58975,130.59555,yes,0.001745991,0.07
16/04/2023,58:58.0,0.104,0.104,31.93,54.421,31.109,1545.5,1018.149,3.034,-0.4413033,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000680907,0.86
16/04/2023,58:58.2,0.207,0.208,31.917,57.123,32.859,1547.272,1019.459,2.255,-0.4413033,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000680907,0.86
16/04/2023,58:58.3,0.3,0.302,31.941,57.345,32.986,1547.452,1019.546,0.721,-0.4413033,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000680907,0.86
16/04/2023,58:59.5,0.401,0.403,31.923,57.589,33.156,1547.593,1019.68,1.641,-0.4413033,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000680907,0.86
16/04/2023,58:59.8,0.5,0.503,31.913,57.583,33.159,1547.578,1019.686,1.695,-0.4413033,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000680907,0.86
16/04/2023,59:35.0,0.1,0.101,31.937,57.137,32.855,1547.305,1019.449,1.122,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:00.2,0.199,0.2,31.982,57.254,32.901,1547.443,1019.468,0.915,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:02.9,0.311,0.312,31.967,57.571,33.115,1547.636,1019.634,0.906,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:03.1,0.399,0.401,31.924,57.598,33.162,1547.6,1019.684,2.579,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:03.4,0.508,0.511,31.87,57.62,33.212,1547.548,1019.741,2.869,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:03.7,0.597,0.6,31.817,57.597,33.233,1547.466,1019.775,1.52,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:04.1,0.704,0.708,31.806,57.53,33.196,1547.409,1019.753,1.535,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:04.8,0.798,0.803,31.837,57.466,33.134,1547.408,1019.696,1.592,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:05.4,0.896,0.901,31.852,57.467,33.124,1547.428,1019.684,1.734,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:05.8,1.003,1.009,31.863,57.469,33.118,1547.447,1019.675,1.396,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:06.2,1.098,1.104,31.859,57.48,33.128,1547.449,1019.685,1.412,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:07.3,1.196,1.202,31.711,57.581,33.292,1547.33,1019.86,2.353,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:08.6,1.293,1.301,31.668,57.581,33.322,1547.276,1019.898,6.956,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:09.3,1.4,1.408,31.661,57.598,33.337,1547.279,1019.912,7.721,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:09.9,1.492,1.5,31.647,57.621,33.362,1547.278,1019.936,7.181,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:11.5,1.592,1.601,31.656,57.638,33.367,1547.304,1019.937,8.524,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:13.2,1.693,1.703,31.664,57.693,33.397,1547.353,1019.957,5.473,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,00:15.6,1.79,1.8,31.676,57.706,33.397,1547.379,1019.953,5.496,-0.44133,130.685,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000667308,0.86
16/04/2023,09:47.0,0.105,0.106,31.498,53.531,30.805,1544.329,1018.073,1.02,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,09:47.4,0.202,0.203,31.656,55.429,31.933,1545.805,1018.86,0.653,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:17.5,0.303,0.305,31.798,56.197,32.337,1546.503,1019.113,0.799,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:18.0,0.399,0.401,31.899,57.116,32.866,1547.247,1019.472,1.977,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:18.4,0.497,0.5,31.889,57.595,33.183,1547.555,1019.713,6.963,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:18.9,0.598,0.602,31.868,57.692,33.26,1547.595,1019.778,4.809,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:19.5,0.707,0.711,31.858,57.66,33.246,1547.562,1019.772,5.161,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:19.7,0.805,0.81,31.821,57.671,33.278,1547.524,1019.809,6.419,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:20.2,0.896,0.901,31.793,57.664,33.292,1547.485,1019.829,14.707,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:21.5,1.005,1.011,31.781,57.695,33.32,1547.492,1019.856,10.69,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:21.8,1.103,1.109,31.771,57.678,33.316,1547.469,1019.856,10.95,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:25.0,1.197,1.203,31.73,57.656,33.328,1547.404,1019.88,13.311,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:26.0,1.306,1.314,31.696,57.602,33.317,1547.325,1019.884,10.625,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:31.9,1.4,1.408,31.65,57.572,33.328,1547.248,1019.909,13.158,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:33.2,1.494,1.502,31.622,57.549,33.332,1547.198,1019.922,13.572,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:35.5,1.592,1.601,31.597,57.551,33.35,1547.169,1019.945,12.542,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:36.1,1.694,1.704,31.59,57.545,33.351,1547.157,1019.948,11.117,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:36.6,1.791,1.801,31.579,57.521,33.342,1547.128,1019.947,12.355,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:39.2,1.89,1.9,31.51,57.462,33.35,1547.001,1019.977,16.506,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:45.3,1.989,2,31.527,57.467,33.342,1547.028,1019.966,16.236,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:47.6,2.092,2.104,31.493,57.444,33.35,1546.97,1019.984,12.388,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:49.8,2.189,2.202,31.461,57.433,33.365,1546.924,1020.006,7.978,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:52.0,2.288,2.301,31.462,57.486,33.398,1546.962,1020.031,5.471,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:55.2,2.389,2.402,31.456,57.496,33.408,1546.963,1020.041,5.451,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:56.8,2.488,2.501,31.453,57.496,33.41,1546.961,1020.044,6.294,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:58.0,2.589,2.604,31.449,57.484,33.405,1546.949,1020.042,5.931,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,10:59.7,2.685,2.7,31.431,57.476,33.412,1546.922,1020.054,3.916,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,11:02.2,2.785,2.8,31.426,57.468,33.41,1546.911,1020.055,3.607,-0.4409617,130.686,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000814876,0.86
16/04/2023,14:36.0,0.105,0.106,32.127,56.79,32.506,1547.32,1019.122,7.392,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:42.6,0.202,0.203,32.159,57.515,32.952,1547.842,1019.443,3.153,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:43.2,0.301,0.303,32.124,57.524,32.98,1547.805,1019.477,1.896,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:43.6,0.403,0.405,32.02,57.718,33.175,1547.803,1019.66,1.983,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:45.0,0.501,0.504,31.943,57.778,33.265,1547.747,1019.755,4.388,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:45.5,0.6,0.603,31.934,57.775,33.269,1547.735,1019.761,4.13,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:46.0,0.698,0.701,31.911,57.735,33.259,1547.68,1019.762,4.697,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:47.1,0.803,0.808,31.881,57.707,33.261,1547.624,1019.775,5.06,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:52.1,0.902,0.907,31.815,57.618,33.247,1547.483,1019.788,9.08,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:53.0,0.998,1.003,31.764,57.583,33.259,1547.395,1019.815,11.58,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:53.5,1.096,1.102,31.74,57.598,33.284,1547.376,1019.843,11.619,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:55.2,1.199,1.206,31.738,57.681,33.34,1547.431,1019.886,9.214,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:57.3,1.3,1.307,31.739,57.593,33.282,1547.375,1019.843,6.053,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,14:59.2,1.395,1.403,31.653,57.57,33.325,1547.25,1019.906,7.057,-0.4412884,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000372138,0.86
16/04/2023,15:36.0,0.101,0.101,32.149,57.09,32.685,1547.547,1019.247,1.054,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:38.1,0.2,0.201,32.184,57.097,32.667,1547.597,1019.222,0.997,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:38.9,0.299,0.3,32.098,57.031,32.68,1547.446,1019.262,1.321,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:44.0,0.401,0.404,31.911,57.071,32.829,1547.233,1019.44,2.691,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:45.6,0.5,0.502,31.9,57.116,32.865,1547.25,1019.471,2.745,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:46.8,0.6,0.603,31.967,57.353,32.975,1547.495,1019.53,1.833,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:47.9,0.698,0.701,31.834,57.307,33.033,1547.296,1019.621,2.725,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:48.9,0.797,0.802,31.752,57.279,33.07,1547.173,1019.678,6.402,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:54.0,0.896,0.9,31.76,57.268,33.057,1547.177,1019.666,6.313,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:55.3,0.996,1.001,31.718,57.253,33.075,1547.115,1019.694,8.068,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,15:59.9,1.094,1.1,31.67,57.546,33.297,1547.251,1019.878,7.025,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,16:02.6,1.195,1.202,31.645,57.542,33.312,1547.218,1019.898,5.677,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,16:07.2,1.293,1.3,31.633,57.584,33.347,1547.232,1019.929,4.89,-0.4413167,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000343882,0.86
16/04/2023,16:32.0,0.102,0.102,31.886,57.376,33.043,1547.399,1019.607,5.81,-0.4413017,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000358858,0.86
16/04/2023,16:32.7,0.199,0.201,31.92,57.375,33.02,1547.443,1019.579,2.524,-0.4413017,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000358858,0.86
16/04/2023,16:33.3,0.302,0.304,31.869,57.585,33.189,1547.52,1019.724,2.609,-0.4413017,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000358858,0.86
16/04/2023,16:33.7,0.399,0.401,31.85,57.573,33.195,1547.489,1019.735,2.677,-0.4413017,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000358858,0.86
16/04/2023,16:34.3,0.501,0.503,31.782,57.547,33.224,1547.386,1019.781,4.998,-0.4413017,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000358858,0.86
16/04/2023,16:36.7,0.603,0.606,31.719,57.593,33.296,1547.338,1019.857,6.133,-0.4413017,130.6856,Dampier,Gam,lake,RAJ13,-0.44166,130.68558,yes,0.000358858,0.86
